date,symbol,open,high,low,close,volume
2020-12-23,GOOG,85.77,86.69,85.66,86.01,698660
2020-12-24,GOOG,86.12,86.64,85.83,86.21,284040
2020-12-28,GOOG,86.92,88.86,86.68,88.13,1009820
2020-12-29,GOOG,88.79,88.79,87.18,87.2,1230860
2020-12-30,GOOG,87.47,87.47,85.65,86.33,1178540
2020-12-31,GOOG,86.2,87.21,86.2,87.03,656420
2021-01-04,GOOG,87.2,87.34,84.79,85.81,1867540
2021-01-05,GOOG,85.6,86.62,85.28,86.48,773740
2021-01-06,GOOG,84.36,86.74,84.36,86.74,1526400
2021-01-07,GOOG,86.37,88.71,86.35,88.69,2086060
2021-01-08,GOOG,88.79,89.81,88.14,89.68,1668120
2021-01-11,GOOG,88.65,88.9,87.38,87.81,1100420
2021-01-12,GOOG,87.12,88.16,85.63,86.71,1446540
2021-01-13,GOOG,86.28,87.55,86.28,87.09,1074820
2021-01-14,GOOG,87.06,88.03,86.03,86.43,957380
2021-01-15,GOOG,86.17,87.01,85.49,86.17,1290740
2021-01-19,GOOG,86.94,89.78,86.42,88.83,2128980
2021-01-20,GOOG,90.93,94.42,90.71,93.75,2770960
2021-01-21,GOOG,94.31,95.97,93.67,93.81,2667280
2021-01-22,GOOG,93.95,94.8,93.38,94.48,1898700
2021-01-25,GOOG,95.4,95.71,92.79,94.34,2020500
2021-01-26,GOOG,94.03,95.49,93.62,95.12,1328880
2021-01-27,GOOG,93.53,93.53,89.97,90.87,2298840
2021-01-28,GOOG,91.6,94.21,91.56,92.39,2349720
2021-01-29,GOOG,91.69,92.15,89.86,91.03,1316400
2021-02-01,GOOG,91.98,95.38,91.96,94.35,1723440
2021-02-02,GOOG,95.41,97.01,95.06,95.64,1410780
2021-02-03,GOOG,102.87,105.03,100.22,102.78,4589400
2021-02-04,GOOG,102.67,102.94,101.39,102.38,2060680
2021-02-05,GOOG,102.57,104.34,102.19,104.01,1080420
2021-02-08,GOOG,104.51,105.36,102.89,103.81,1071280
2021-02-09,GOOG,103.38,104.44,103.2,103.43,837780
2021-02-10,GOOG,104.03,104.51,102.42,104.0,1146180
2021-02-11,GOOG,104.19,104.19,103.12,104.07,922060
2021-02-12,GOOG,103.66,104.62,103.4,104.41,851540
2021-02-16,GOOG,104.76,106.71,104.69,105.36,800880
2021-02-17,GOOG,104.19,105.83,104.19,105.63,1015600
2021-02-18,GOOG,104.78,105.77,104.47,104.98,1065120
2021-02-19,GOOG,105.18,105.68,104.11,104.37,1229440
2021-02-22,GOOG,102.51,103.79,102.36,102.47,1857460
2021-02-23,GOOG,100.59,103.23,99.55,102.82,2251740
2021-02-24,GOOG,101.32,104.17,101.27,103.98,1237720
2021-02-25,GOOG,103.17,103.59,100.34,100.98,2940320
2021-02-26,GOOG,101.68,102.62,100.05,101.05,1576120
2021-03-01,GOOG,102.04,103.48,101.6,103.21,975900
2021-03-02,GOOG,102.98,104.43,102.86,103.1,949060
2021-03-03,GOOG,102.55,103.54,99.8,100.53,1177140
2021-03-04,GOOG,100.53,103.44,100.39,101.61,2335100
2021-03-05,GOOG,102.79,105.11,101.68,104.58,2173960
2021-03-08,GOOG,104.37,105.53,100.38,100.38,1852260
2021-03-09,GOOG,102.67,103.1,101.64,101.64,1969040
2021-03-10,GOOG,102.81,102.93,100.92,101.95,1668840
2021-03-11,GOOG,103.09,105.49,103.07,104.88,1792740
2021-03-12,GOOG,103.59,103.62,101.61,102.27,1950480
2021-03-15,GOOG,102.0,102.55,101.44,102.53,1115240
