date,symbol,open,high,low,close,volume
2020-12-23,GNLN,7161000.0,7293000.0,7053750.0,7053750.0,0
2020-12-24,GNLN,7062000.0,7062000.0,6781500.0,6798000.0,0
2020-12-28,GNLN,6732000.0,6732000.0,6732000.0,6732000.0,0
2020-12-29,GNLN,6765000.0,6765000.0,6517500.0,6600000.0,0
2020-12-30,GNLN,6616500.0,6806250.0,6616500.0,6789750.0,0
2020-12-31,GNLN,6666000.0,6666000.0,6534000.0,6534000.0,0
2021-01-04,GNLN,6583500.0,7392000.0,6583500.0,7161000.0,0
2021-01-05,GNLN,7458000.0,7623000.0,7260000.0,7276500.0,0
2021-01-06,GNLN,8250000.0,9487500.0,8151000.0,8811000.0,0
2021-01-07,GNLN,9355500.0,9801000.0,8761500.0,8943000.0,0
2021-01-08,GNLN,8893500.0,8910000.0,8497500.0,8629500.0,0
2021-01-11,GNLN,9207000.0,10881750.0,9207000.0,10378500.0,0
2021-01-12,GNLN,9850500.0,9966000.0,9454500.0,9578250.0,0
2021-01-13,GNLN,9933000.0,9982500.0,9322500.0,9900000.0,0
2021-01-14,GNLN,9900000.0,10296000.0,9454500.0,9454500.0,0
2021-01-15,GNLN,9702000.0,9702000.0,8662500.0,9025500.0,0
2021-01-19,GNLN,8992500.0,8992500.0,8712000.0,8794500.0,0
2021-01-20,GNLN,8992500.0,9735000.0,8860500.0,8860500.0,0
2021-01-21,GNLN,8728500.0,8778000.0,8481000.0,8481000.0,0
2021-01-22,GNLN,7986000.0,8497500.0,7986000.0,8415000.0,0
2021-01-25,GNLN,8365500.0,8365500.0,7606500.0,8151000.0,0
2021-01-26,GNLN,7969500.0,8530500.0,7969500.0,8233500.0,0
2021-01-27,GNLN,7507500.0,7911750.0,6732000.0,7491000.0,0
2021-01-28,GNLN,7639500.0,7928250.0,7078500.0,7227000.0,0
2021-01-29,GNLN,7359000.0,7837500.0,7086750.0,7284750.0,0
2021-02-01,GNLN,7095000.0,7656000.0,6880500.0,7243500.0,0
2021-02-02,GNLN,7474500.0,8085000.0,7458000.0,8085000.0,0
2021-02-03,GNLN,8514000.0,8943000.0,8398500.0,8448000.0,0
2021-02-04,GNLN,8547000.0,9322500.0,8547000.0,9322500.0,0
2021-02-05,GNLN,9025500.0,9735000.0,8860500.0,9124500.0,0
2021-02-08,GNLN,9174000.0,10015500.0,9174000.0,9842250.0,0
2021-02-09,GNLN,9900000.0,11748000.0,9636000.0,11715000.0,0
2021-02-10,GNLN,12721500.0,14355000.0,10906500.0,12531750.0,0
2021-02-11,GNLN,12936000.0,13117500.0,10098000.0,10098000.0,0
2021-02-12,GNLN,9916500.0,11599500.0,9685500.0,10560000.0,0
2021-02-16,GNLN,10758000.0,10807500.0,10131000.0,10708500.0,0
2021-02-17,GNLN,10419750.0,10593000.0,9982500.0,10081500.0,0
2021-02-18,GNLN,9735000.0,10411500.0,9735000.0,10098000.0,0
2021-02-19,GNLN,10032000.0,11698500.0,10032000.0,10956000.0,0
2021-02-22,GNLN,11038500.0,11236500.0,10048500.0,10279500.0,0
2021-02-23,GNLN,9702000.0,9702000.0,8283000.0,9578250.0,0
2021-02-24,GNLN,9652500.0,10048500.0,9207000.0,9900000.0,0
2021-02-25,GNLN,9751500.0,9751500.0,8877000.0,9487500.0,0
2021-02-26,GNLN,9108000.0,9537000.0,8877000.0,8877000.0,0
2021-03-01,GNLN,8992500.0,10065000.0,8992500.0,9388500.0,0
2021-03-02,GNLN,9421500.0,9718500.0,9372000.0,9372000.0,0
2021-03-03,GNLN,10131000.0,10213500.0,8893500.0,9124500.0,0
2021-03-04,GNLN,8893500.0,9182250.0,8052000.0,8299500.0,0
2021-03-05,GNLN,8167500.0,8365500.0,7227000.0,8233500.0,0
2021-03-08,GNLN,8233500.0,8349000.0,8217000.0,8291250.0,0
2021-03-09,GNLN,8514000.0,9355500.0,8514000.0,9256500.0,0
2021-03-10,GNLN,9388500.0,9388500.0,8728500.0,8860500.0,0
2021-03-11,GNLN,8926500.0,9768000.0,8926500.0,9487500.0,0
2021-03-12,GNLN,9240000.0,9949500.0,9240000.0,9735000.0,0
2021-03-15,GNLN,9751500.0,9900000.0,9504000.0,9784500.0,0
2021-03-16,GNLN,9528750.0,9636000.0,8992500.0,9042000.0,0
2021-03-17,GNLN,9075000.0,9520500.0,8728500.0,9405000.0,0
2021-03-18,GNLN,9570000.0,9999000.0,9009000.0,9091500.0,0
2021-03-19,GNLN,8943000.0,9718500.0,8943000.0,9207000.0,0
2021-03-22,GNLN,9487500.0,9487500.0,8811000.0,9025500.0,0
2021-03-23,GNLN,8926500.0,9042000.0,8580000.0,8712000.0,0
2021-03-24,GNLN,8563500.0,8728500.0,8481000.0,8547000.0,0
2021-03-25,GNLN,8283000.0,8365500.0,7804500.0,7928250.0,0
2021-03-26,GNLN,7953000.0,7969500.0,7474500.0,7903500.0,0
2021-03-29,GNLN,7870500.0,7887000.0,7342500.0,7342500.0,0
2021-03-30,GNLN,7012500.0,7161000.0,6732000.0,6732000.0,0
2021-03-31,GNLN,7590000.0,9471000.0,7590000.0,8761500.0,0
2021-04-01,GNLN,9157500.0,10444500.0,8283000.0,10362000.0,0
2021-04-05,GNLN,10296000.0,10296000.0,9372000.0,9586500.0,0
2021-04-06,GNLN,9652500.0,9652500.0,9215250.0,9421500.0,0
2021-04-07,GNLN,9240000.0,9405000.0,8844000.0,8959500.0,0
2021-04-08,GNLN,8844000.0,9223500.0,8613000.0,9190500.0,0
2021-04-09,GNLN,9207000.0,10056750.0,9207000.0,9966000.0,0
2021-04-12,GNLN,9834000.0,9834000.0,9273000.0,9273000.0,0
2021-04-13,GNLN,9289500.0,9603000.0,9157500.0,9339000.0,0
2021-04-14,GNLN,9421500.0,9438000.0,8514000.0,8514000.0,0
2021-04-15,GNLN,8497500.0,8712000.0,8349000.0,8514000.0,0
2021-04-16,GNLN,8299500.0,8349000.0,8217000.0,8299500.0,0
2021-04-19,GNLN,8101500.0,8184000.0,7969500.0,8068500.0,0
2021-04-20,GNLN,8002500.0,8002500.0,7408500.0,7474500.0,0
2021-04-21,GNLN,7474500.0,7689000.0,7260000.0,7639500.0,0
2021-04-22,GNLN,7804500.0,7821000.0,7210500.0,7515750.0,0
2021-04-23,GNLN,7540500.0,7738500.0,7540500.0,7672500.0,0
2021-04-26,GNLN,8002500.0,8085000.0,7623000.0,7903500.0,0
2021-04-27,GNLN,7953000.0,7953000.0,7507500.0,7598250.0,0
2021-04-28,GNLN,7359000.0,7837500.0,7309500.0,7771500.0,0
2021-04-29,GNLN,7755000.0,7755000.0,7326000.0,7507500.0,0
2021-04-30,GNLN,7590000.0,7590000.0,7177500.0,7194000.0,0
2021-05-03,GNLN,7144500.0,7227000.0,6897000.0,7144500.0,0
2021-05-04,GNLN,6880500.0,7012500.0,6715500.0,7012500.0,0
2021-05-05,GNLN,6979500.0,7062000.0,6798000.0,6864000.0,0
2021-05-06,GNLN,6715500.0,6798000.0,6451500.0,6649500.0,0
2021-05-07,GNLN,6682500.0,6963000.0,6682500.0,6864000.0,0
2021-05-10,GNLN,6847500.0,6847500.0,6336000.0,6418500.0,0
2021-05-11,GNLN,6088500.0,6451500.0,6088500.0,6418500.0,0
2021-05-12,GNLN,6171000.0,6369000.0,5865750.0,5907000.0,0
2021-05-13,GNLN,5940000.0,6105000.0,5577000.0,5742000.0,0
2021-05-14,GNLN,5676000.0,5989500.0,5643000.0,5940000.0,0
2021-05-17,GNLN,6171000.0,6171000.0,5824500.0,6030750.0,0
2021-05-18,GNLN,6022500.0,6187500.0,5874000.0,5890500.0,0
2021-05-19,GNLN,5709000.0,5775000.0,5593500.0,5709000.0,0
2021-05-20,GNLN,5791500.0,5907000.0,5709000.0,5857500.0,0
2021-05-21,GNLN,5841000.0,5956500.0,5626500.0,5676000.0,0
2021-05-24,GNLN,5577000.0,5874000.0,5461500.0,5841000.0,0
2021-05-25,GNLN,6105000.0,6187500.0,5923500.0,6039000.0,0
2021-05-26,GNLN,6105000.0,6270000.0,6055500.0,6055500.0,0
2021-05-27,GNLN,6187500.0,6402000.0,5973000.0,6352500.0,0
